date,gz_spr,baa_aaa,cp_treas1mo,dd_wp25,dd_wp50,dd_wp75,dd_wp50_all,gz_spr_p,gz_spr_oa_p,ebp,xmktret,cds1yr_bd_avg,cds5yr_bd_avg,sp500vix,xret_bd,termspr,ffr_r,empl,uerate,ipm
AUG2002,3.7735,1.1800,0.0100,0.9916,2.8375,5.0960,2.8284,2.6120,1.8707,1.1615,,,,,,-2.7260,0.1945,108671.0,5.7000,87.5470
SEP2002,4.1175,1.3000,0.1300,0.8107,2.4386,4.3362,2.4382,2.8714,1.9447,1.2461,,,,,,-2.3991,0.0872,108659.0,5.7000,87.6262
OCT2002,4.2186,1.4100,0.1800,1.2562,2.9157,5.0000,2.8945,3.1907,1.9208,1.0279,,,,,,-2.7882,-0.6577,108772.0,5.7000,87.2368
NOV2002,3.5491,1.2100,0.0500,1.2703,3.1358,5.2092,3.1140,2.8361,1.9906,0.7130,,,,,,-3.2962,-0.6209,108758.0,5.9000,87.7035
DEC2002,3.5305,1.2200,0.0800,0.8922,3.1535,4.8722,2.8958,2.9447,2.0746,0.5859,,,,,,-2.8739,-0.5913,108595.0,6.0000,87.2267
JAN2003,3.3153,1.1200,0.0700,0.9336,2.8086,4.6360,2.6547,2.7874,2.1956,0.5279,-2.4640,0.2934,0.4505,31.1700,-2.0547,-3.0487,-0.4584,108640.0,5.8000,87.7611
FEB2003,3.2899,1.0900,0.0700,0.7833,2.6837,4.5519,2.4710,2.9593,2.2587,0.3306,-1.6501,0.2761,0.4763,29.6300,-1.6167,-2.7362,-0.4089,108484.0,5.9000,87.9119
MAR2003,3.1073,1.1000,0.0600,0.8405,2.4930,4.3082,2.4573,3.3435,2.4699,-0.2362,0.9298,0.2508,0.4160,29.1500,1.1811,-2.9240,-0.2873,108286.0,5.9000,88.0961
APR2003,2.5674,1.1200,0.1100,1.0666,2.8627,4.5498,2.7581,2.7302,2.3279,-0.1627,7.8555,0.1465,0.2983,21.2100,12.4085,-2.9454,-0.3686,108252.0,6.0000,87.3894
MAY2003,2.6744,1.1800,0.0800,0.9698,3.1748,4.7240,3.1055,3.6548,2.7251,-0.9804,6.0642,0.1843,0.3556,19.4700,5.8804,-2.4324,-0.2251,108274.0,6.1000,87.4085
JUN2003,2.4129,1.1900,0.2100,1.0476,3.3229,5.2035,3.3229,3.0228,2.3899,-0.6099,1.5396,0.1814,0.3304,19.5200,3.2684,-2.7921,-0.0732,108233.0,6.3000,87.7525
JUL2003,2.3166,1.1200,0.1000,1.3755,3.7012,5.4162,3.6880,3.7193,2.8357,-1.4026,2.2106,0.1639,0.3278,19.4900,4.6948,-3.7177,-0.3962,108231.0,6.2000,87.8361
AUG2003,2.2751,1.0800,0.0600,1.9077,4.2468,6.3005,4.2468,2.5011,2.0428,-0.2259,2.3873,0.1582,0.2987,18.6300,-2.2537,-3.6635,-0.4557,108266.0,6.1000,87.5972
SEP2003,2.2674,1.1000,0.1400,2.0421,4.3116,6.4933,4.3246,3.0030,2.2766,-0.7356,-0.9913,0.1336,0.2733,22.7200,1.9728,-3.1695,-0.2180,108421.0,6.1000,88.3283
OCT2003,1.9690,1.0000,0.0800,2.7704,5.3377,7.4601,5.3377,2.5120,2.0203,-0.5430,5.7814,0.1017,0.2255,16.1000,5.9153,-3.5155,-0.3351,108570.0,6.0000,88.2595
NOV2003,1.8946,1.0300,0.0600,3.4770,5.4232,8.1494,5.5116,2.4272,1.9421,-0.5326,1.5674,0.1077,0.2331,16.3200,0.5423,-3.5654,-0.4267,108611.0,5.8000,89.1705
DEC2003,1.7815,0.9800,0.1000,2.8031,5.8701,8.8321,5.8701,2.2532,1.8365,-0.4717,4.3782,0.0868,0.2039,18.3100,4.5232,-3.4595,-0.5107,108724.0,5.7000,89.0118
JAN2004,1.6898,0.8200,0.1400,2.9221,6.5468,8.8766,6.2732,2.3870,1.9086,-0.6972,2.2083,0.1186,0.2408,16.6300,2.7759,-3.3799,-0.4817,108882.0,5.7000,89.0419
FEB2004,1.8273,0.7700,0.0500,2.8675,7.2701,9.9622,6.9987,2.0791,1.6860,-0.2519,1.4577,0.1126,0.2462,14.5500,3.0054,-3.1736,-0.7095,108913.0,5.6000,89.6230
MAR2004,1.8137,0.7800,0.0300,2.9766,7.3385,9.6917,7.1855,2.3236,1.8002,-0.5099,-1.1545,0.1297,0.2585,16.7400,0.3305,-3.0430,-0.7830,109213.0,5.8000,89.4181
APR2004,1.6781,0.7100,0.1600,3.2652,7.5034,9.8534,7.3520,2.3914,1.8969,-0.7133,-2.5281,0.1197,0.2451,16.8200,-6.4010,-3.7022,-0.8630,109437.0,5.6000,89.8009
MAY2004,1.8174,0.7200,0.0700,2.9938,7.2739,10.0765,7.1552,2.1089,1.7187,-0.2915,1.3275,0.1347,0.2644,15.5000,-0.1763,-3.7385,-0.9919,109747.0,5.6000,90.4225
JUN2004,1.7087,0.8000,0.1000,3.0095,7.3269,10.3515,6.9457,2.0051,1.6919,-0.2964,2.0482,0.1145,0.2671,14.3400,1.1536,-3.4340,-0.6804,109841.0,5.6000,89.6927
JUL2004,1.6433,0.7900,0.0600,2.8512,7.0532,10.4059,6.8455,1.9104,1.6527,-0.2671,-3.9382,0.1030,0.2507,15.3200,-3.6913,-3.2026,-0.9205,109883.0,5.5000,90.4193
AUG2004,1.7776,0.8100,0.0800,2.7484,6.9528,11.0642,6.7191,2.2140,1.8163,-0.4365,0.1574,0.0798,0.2159,15.2900,3.7468,-2.6872,-0.6259,109984.0,5.4000,90.9663
SEP2004,1.6534,0.7800,0.2700,2.5556,7.0569,11.0985,6.6694,2.2371,1.8397,-0.5837,1.9057,0.0712,0.2023,13.3400,-0.7734,-2.5625,-0.1969,110135.0,5.4000,90.9814
OCT2004,1.6551,0.7300,0.1400,2.4673,7.0993,11.8473,6.6454,2.2152,1.8419,-0.5600,1.6300,0.0667,0.2010,16.2700,2.3474,-2.2831,-0.3675,110465.0,5.5000,92.0607
NOV2004,1.4666,0.6900,0.0200,2.5678,7.4389,11.9968,7.0352,2.1470,1.8430,-0.6804,4.5497,0.0694,0.1921,13.2400,2.3056,-2.2467,-0.1454,110493.0,5.4000,91.9441
DEC2004,1.5401,0.6700,0.3000,2.5738,7.3035,11.9511,7.2763,2.3878,2.0271,-0.8477,3.2954,0.0680,0.1832,13.2900,4.4568,-2.1197,-0.2527,110624.0,5.4000,92.5621
JAN2005,1.5995,0.6700,0.4200,2.7353,6.9838,11.5319,7.0294,2.4160,2.0543,-0.8164,-2.8606,0.0481,0.1819,12.8200,-1.0834,-1.7013,0.2774,110718.0,5.3000,93.2505
FEB2005,1.4188,0.6000,0.1300,3.1072,7.1159,11.6953,7.3673,2.5270,2.1670,-1.1082,2.0474,0.0446,0.1653,12.0800,0.2153,-1.6661,0.2434,110949.0,5.4000,94.1370
MAR2005,1.7572,0.7400,0.1100,2.2972,6.6646,11.5762,6.9943,2.5093,2.0856,-0.7521,-1.9259,0.0642,0.2199,14.0200,-3.2483,-1.7922,0.6487,111095.0,5.2000,93.7106
APR2005,2.0416,0.7600,0.2600,1.2152,7.0292,11.4730,6.9838,2.6159,2.0747,-0.5743,-2.7682,0.0671,0.2088,15.3100,0.4325,-1.3780,0.6093,111441.0,5.2000,93.9379
MAY2005,2.0650,0.8800,0.2000,1.4502,7.1271,11.6138,7.1013,2.4794,1.9832,-0.4144,3.5069,0.0765,0.2278,13.2900,-0.6891,-1.0896,0.8433,111583.0,5.1000,94.2691
JUN2005,1.8844,0.9000,0.2500,1.7313,7.1680,12.1857,7.0674,2.4810,1.9856,-0.5966,0.9138,0.0859,0.2403,12.0400,0.5058,-0.8758,1.0905,111847.0,5.0000,94.4504
JUL2005,1.6220,0.8700,0.1200,2.0847,7.6355,12.4464,7.4688,2.2926,1.9121,-0.6706,3.9869,0.0626,0.1953,11.5700,-0.3160,-0.9369,1.2004,112122.0,5.0000,94.3472
AUG2005,1.6967,0.8800,0.1500,1.7027,7.6203,12.1601,7.5268,2.4469,1.9620,-0.7502,-0.8709,0.0637,0.2047,12.6000,-0.8723,-0.5727,1.5844,112311.0,4.9000,94.5759
SEP2005,1.7328,0.9300,0.5800,1.9124,7.5099,12.1855,7.4261,2.3044,1.8795,-0.5716,0.7860,0.0586,0.1901,11.9200,3.0601,-0.8814,1.8518,112392.0,5.0000,93.5404
OCT2005,1.8078,0.9700,0.2500,0.9326,6.7984,11.0505,6.7984,2.2895,1.8841,-0.4817,-2.3902,0.0642,0.1938,15.3200,1.9305,-0.6859,1.8034,112492.0,5.0000,94.9514
NOV2005,1.8542,0.9600,0.1100,0.9185,6.8239,11.3776,6.8455,2.2685,1.8592,-0.4143,3.6391,0.0533,0.1729,12.0600,5.2016,-0.6768,1.7057,112796.0,5.0000,95.7618
DEC2005,1.9161,0.9500,0.2300,0.6460,6.8019,11.0424,6.8385,2.3516,1.8993,-0.4355,0.0428,0.0514,0.1579,12.0700,0.9980,-0.3926,1.7708,112934.0,4.9000,95.7669
JAN2006,1.7580,0.9200,0.0800,2.1818,6.9928,11.0747,6.9475,2.2512,1.8801,-0.4932,3.5886,0.0519,0.1599,12.9500,2.2168,-0.1340,2.1778,113247.0,4.7000,96.6098
FEB2006,1.7654,0.8900,0.0200,1.9402,6.7867,11.5246,6.8385,2.1446,1.8549,-0.3792,-0.5223,0.0487,0.1524,12.3400,1.4310,-0.0180,2.3702,113533.0,4.8000,96.4960
MAR2006,1.6472,0.8800,0.0800,1.7268,6.8991,11.3574,7.0161,2.1899,1.8768,-0.5427,1.5161,0.0445,0.1492,11.3900,1.8251,-0.3248,2.9362,113795.0,4.7000,96.3262
APR2006,1.5555,0.7900,0.3200,1.7751,7.1456,11.2111,7.1329,2.0959,1.8279,-0.5404,0.9119,0.0420,0.1399,11.5900,5.5568,-0.3689,2.8035,113961.0,4.7000,96.8531
MAY2006,1.5897,0.8300,0.2400,1.8311,7.0016,11.0516,6.9993,1.9976,1.7832,-0.4079,-3.5369,0.0513,0.1512,16.4400,-4.4288,-0.3458,2.8507,113965.0,4.6000,96.4841
JUN2006,1.6914,0.9100,0.6600,1.8568,7.0673,11.1980,6.9732,2.1639,1.8324,-0.4724,-0.4235,0.0506,0.1597,13.0800,-1.7056,-0.1254,2.8179,114049.0,4.6000,96.8177
JUL2006,1.7323,0.8800,0.2500,1.9802,7.1828,11.2720,7.0897,2.1351,1.8483,-0.4028,-0.5896,0.0494,0.1544,14.9500,2.9049,0.0506,2.9355,114200.0,4.7000,96.7508
AUG2006,1.7353,0.9300,0.0900,1.9425,6.8564,11.2424,6.7436,2.1874,1.8714,-0.4521,2.0564,0.0430,0.1393,12.2900,0.9848,0.2281,2.9483,114347.0,4.7000,97.2040
SEP2006,1.7335,0.9400,0.7000,1.7307,6.7441,11.7279,6.6626,2.2946,1.9132,-0.5610,1.5367,0.0431,0.1394,11.9800,3.8957,0.1779,2.8325,114432.0,4.5000,97.3009
OCT2006,1.6443,0.8600,0.0400,1.6914,6.6143,11.2580,6.6143,2.2150,1.8766,-0.5707,3.2375,0.0343,0.1225,11.1000,2.5983,0.4006,2.9068,114438.0,4.4000,96.8994
NOV2006,1.6164,0.9000,0.0000,1.9829,7.3719,12.2823,7.3234,2.1618,1.8200,-0.5455,1.9204,0.0389,0.1232,10.9100,-0.1351,0.4967,2.9725,114628.0,4.5000,96.9610
DEC2006,1.4719,0.8900,0.4900,2.1442,7.5111,12.8969,7.3573,2.1551,1.8288,-0.6832,0.6798,0.0386,0.1260,11.5600,3.9521,0.2355,2.9489,114803.0,4.4000,98.5812
JAN2007,1.4076,0.9200,0.1800,4.2621,8.5270,13.3170,8.1053,2.1017,1.8013,-0.6941,1.5215,0.0402,0.1202,10.4200,1.3608,0.2274,3.0543,114993.0,4.6000,98.2365
FEB2007,1.4366,0.9100,-0.0300,4.0751,8.0378,13.2363,7.9197,2.1950,1.8720,-0.7584,-1.8290,0.0465,0.1599,15.4200,-6.0215,0.5174,2.9025,115051.0,4.5000,98.7382
MAR2007,1.4865,0.9700,0.1600,4.2593,8.3921,12.8032,7.9580,1.9801,1.7445,-0.4936,0.8629,0.0554,0.1788,14.6400,0.2590,0.2984,2.7136,115251.0,4.4000,99.4470
APR2007,1.4460,0.9100,0.4200,4.3788,8.2863,13.1052,8.1366,1.9358,1.7123,-0.4898,3.5013,0.0508,0.1604,14.2200,5.3670,0.2158,2.8407,115308.0,4.5000,100.1802
MAY2007,1.3520,0.9300,0.4600,5.2227,8.5533,13.4750,8.3013,2.1036,1.7881,-0.7516,3.4249,0.0498,0.1478,13.0300,1.4910,-0.2383,2.9677,115419.0,4.4000,100.0250
JUN2007,1.5466,0.8900,0.9500,5.2406,8.7300,13.3722,8.4123,2.0536,1.7188,-0.5070,-1.8527,0.0764,0.2040,16.2300,-5.8022,-0.2908,3.1151,115469.0,4.6000,100.2816
JUL2007,2.1260,1.0100,0.1000,4.9260,8.5794,11.9083,8.1984,2.2347,1.7058,-0.1087,-3.6168,0.1529,0.4715,23.5200,-8.6988,0.0875,3.1384,115486.0,4.7000,100.5762
AUG2007,2.2998,0.8300,1.2000,4.4334,8.0871,11.4602,7.8426,2.2405,1.7202,0.0594,0.8152,0.4987,0.6131,23.3800,-1.1397,-0.6460,2.7559,115391.0,4.6000,100.0976
SEP2007,2.2791,0.8300,1.2900,4.6999,8.0773,11.4623,7.6661,2.3036,1.7788,-0.0245,3.6998,0.4131,0.4665,18.0000,2.8148,-0.8698,2.4433,115396.0,4.7000,100.6757
OCT2007,2.2352,0.8500,0.4800,5.1224,8.1988,11.5564,7.6604,2.3401,1.7707,-0.1048,2.2398,0.5820,0.6111,18.5300,-0.9685,-0.6441,2.3768,115470.0,4.7000,100.1950
NOV2007,2.7761,1.1000,0.8300,4.2996,7.6225,10.7664,7.1637,2.6043,1.7908,0.1718,-5.3548,1.0325,0.9777,22.8700,-10.3965,-1.0052,2.3939,115568.0,4.7000,100.6165
DEC2007,2.8664,1.1500,1.2200,4.2558,7.1611,10.5046,6.9742,2.5191,1.8014,0.3473,-0.6661,1.4802,0.9992,22.4000,-7.8314,-0.8492,0.6730,115606.0,5.0000,100.9305
JAN2008,3.3313,1.2500,1.3000,3.3273,6.4205,9.3281,6.1056,2.6913,1.7803,0.6400,-6.6566,1.0466,0.9824,26.2000,-1.0568,-1.8961,0.7491,115610.0,5.0000,100.6262
FEB2008,3.5700,1.3300,0.7200,3.1230,6.0666,9.2103,5.7743,2.7543,1.8070,0.8158,-2.4077,1.4047,1.3695,26.5400,-13.3444,-1.9069,0.7155,115482.0,4.8000,100.1495
MAR2008,3.8198,1.4200,0.8800,3.1256,6.1242,8.8055,5.6111,2.7689,1.7460,1.0509,-1.1610,1.3455,1.3710,25.6100,-6.9469,-2.3001,0.3167,115395.0,5.1000,99.6993
APR2008,3.2728,1.3600,0.9000,3.2632,6.5249,9.1460,5.8280,2.7090,1.8315,0.5638,4.8963,0.8340,0.8424,20.7900,9.6102,-2.5465,0.0186,115209.0,4.9000,98.5295
MAY2008,3.1068,1.3900,0.1200,3.5569,6.5708,9.1089,5.9222,2.4961,1.8589,0.6107,2.2159,1.0483,0.9444,17.8300,-10.2227,-2.4061,-0.4385,114969.0,5.4000,97.9824
JUN2008,3.4609,1.4400,0.5700,2.8083,5.8140,8.5468,5.2776,2.8036,2.0080,0.6574,-8.3307,1.1783,1.2317,23.9500,-23.1620,-2.2739,-0.0514,114752.0,5.6000,97.3478
JUL2008,3.7902,1.4800,0.5300,2.6728,5.4084,8.0654,4.5647,2.7827,1.9943,1.0075,-1.4609,1.2075,1.1551,22.9400,10.8085,-2.4757,-0.5040,114487.0,5.8000,96.3617
AUG2008,3.8594,1.5200,0.4000,2.9882,5.6278,8.1227,4.9559,2.7633,1.9370,1.0961,0.9680,1.4114,1.3560,20.6500,-2.7056,-2.2902,-0.6671,114170.0,6.1000,94.9862
SEP2008,4.7416,1.8400,1.1400,1.8234,4.1231,7.3558,3.8706,3.3441,1.8869,1.3974,-10.4030,2.6500,2.2839,39.3900,-1.5055,-3.2001,-0.5028,113736.0,6.2000,91.6295
OCT2008,7.2783,3.0000,0.8500,0.4911,2.5938,4.9785,2.2711,4.5209,1.5029,2.7575,-20.4339,1.4947,1.5629,59.8900,-27.3736,-4.1421,-2.1770,113245.0,6.6000,91.0949
NOV2008,7.9078,3.4300,0.3500,0.1453,2.3039,4.3565,1.6673,6.4431,1.9171,1.4647,-8.9276,1.8380,1.7919,55.2800,-29.4013,-3.4632,-1.6290,112458.0,6.8000,88.8757
DEC2008,7.7804,3.3700,0.0100,0.3737,2.3120,4.0982,1.8701,6.0717,1.8600,1.7088,2.1288,1.8251,1.8051,40.0000,-3.7287,-2.6675,-1.8624,111822.0,7.3000,86.0841
JAN2009,6.5002,2.9300,0.0400,0.1980,2.0708,3.9582,1.7339,4.6102,1.9225,1.8900,-8.0695,2.0809,1.8876,44.8400,-29.6224,-3.1875,-1.5310,110981.0,7.8000,83.6996
FEB2009,6.1536,2.8100,0.2100,0.3241,1.9863,3.6117,1.2885,3.7379,2.0580,2.4157,-10.6762,2.6023,2.1876,46.3500,-18.5461,-3.2823,-1.3982,110260.0,8.2000,83.8118
MAR2009,6.4372,3.0600,-0.0300,-0.0555,2.0078,3.6621,1.5476,4.6038,2.0386,1.8334,8.3950,3.0917,2.5372,44.1400,20.5432,-2.8261,-1.4468,109473.0,8.6000,82.2422
APR2009,5.4635,2.7900,0.2400,0.5157,2.3608,4.0438,1.9274,3.6849,2.1786,1.7786,10.4761,2.6348,2.1691,36.5000,22.2464,-3.3397,-1.2563,108700.0,8.9000,81.6389
MAY2009,4.8623,2.4000,0.0300,0.5835,2.2994,3.9712,2.0531,4.0379,2.4391,0.8243,6.5048,1.5703,1.4630,28.9200,15.3567,-3.6801,-1.3391,108374.0,9.4000,80.6290
JUN2009,4.2386,1.8000,0.0300,0.5938,2.4147,4.0566,2.0501,3.7310,2.5614,0.5077,-0.2851,1.4635,1.4701,26.3500,-3.0008,-3.6736,-1.2487,107936.0,9.5000,80.3497
JUL2009,3.5148,1.4500,0.0800,1.1762,2.9010,4.5165,2.2656,3.5515,2.5585,-0.0367,7.9137,0.9826,1.0190,25.9200,11.7348,-3.6322,-1.2339,107649.0,9.5000,81.4712
AUG2009,3.3229,1.2600,0.0500,1.4372,3.1684,4.7583,2.5490,3.6744,2.6370,-0.3515,3.1343,0.9816,1.0948,26.0100,10.5150,-3.5609,-1.1593,107434.0,9.7000,82.2512
SEP2009,2.9659,1.1300,0.0800,1.4964,3.1474,4.5795,2.7280,3.1932,2.5016,-0.2272,4.4183,0.6416,0.9662,25.6100,2.2206,-3.4373,-1.2370,107221.0,9.8000,82.9437
OCT2009,2.8505,1.1100,0.1200,1.7805,3.5296,4.9083,2.9457,3.2858,2.5473,-0.4353,-2.8856,0.6026,0.9639,30.6900,-8.9619,-3.5961,-1.2090,106971.0,10.1000,82.9407
NOV2009,2.8365,1.1900,0.0500,2.6149,4.7144,6.3877,3.9670,3.0526,2.2230,-0.2161,5.5754,0.6530,1.0319,24.5100,2.7520,-3.3611,-1.4561,106937.0,9.9000,83.6316
DEC2009,2.3698,1.0600,0.1400,3.5056,6.0340,7.7481,5.4668,2.9807,2.1525,-0.6109,2.8711,0.5202,0.8684,21.6800,-4.6962,-3.9536,-1.6105,106835.0,9.9000,83.7893
JAN2010,2.3344,0.9600,0.1000,3.3593,5.6443,7.6557,5.1009,2.5949,2.0146,-0.2605,-3.7841,0.6972,1.0669,24.6200,-6.7999,-3.7072,-1.6470,106793.0,9.7000,84.7008
FEB2010,2.3670,1.0200,0.0600,3.9282,6.2869,8.5941,5.7232,2.3448,1.8284,0.0222,3.4724,0.8115,1.1292,19.5000,6.7492,-3.6501,-1.6475,106772.0,9.7000,84.8145
MAR2010,2.1413,0.9900,0.0100,4.6580,7.3662,10.2837,6.8769,2.2256,1.7188,-0.0842,6.2337,0.6012,0.9941,17.5900,9.7860,-3.7893,-1.6408,106916.0,9.7000,85.6133
APR2010,2.0348,0.9400,0.0600,5.2992,8.0539,10.8994,7.4225,2.2436,1.6818,-0.2088,1.9917,0.7569,1.1201,22.0500,-1.8239,-3.6181,-1.5632,107145.0,9.8000,86.3086
MAY2010,2.5112,1.1900,0.0700,4.5172,7.2196,10.1894,6.8412,2.7129,1.8141,-0.2017,-8.3415,1.0281,1.3837,32.0700,-9.8104,-3.3045,-1.3351,107193.0,9.6000,87.2605
JUN2010,2.6189,1.3900,-0.0300,4.1539,7.5701,10.3553,6.6402,2.7112,1.8331,-0.0922,-5.3456,1.0487,1.4367,34.5400,-7.8753,-2.9368,-1.3828,107258.0,9.5000,87.2183
JUL2010,2.4458,1.1500,0.0600,4.9552,8.4937,11.1040,7.1386,2.3081,1.6590,0.1376,6.9829,0.7963,1.1402,23.5000,9.5843,-2.8927,-1.1797,107351.0,9.5000,87.9870
AUG2010,2.6358,1.2200,0.0300,3.9039,8.0656,11.1514,6.8996,3.2088,2.0634,-0.5730,-4.4976,0.8854,1.3253,26.0500,-9.2468,-2.4303,-1.1032,107461.0,9.6000,88.0684
SEP2010,2.4221,1.0400,0.0600,4.6724,8.3773,11.6971,7.2143,2.5460,1.7175,-0.1238,8.8375,0.7869,1.2987,23.7000,4.3548,-2.4693,-1.0848,107570.0,9.6000,88.3104
